FID *,Name,Region,State,MAP_TYPE,MAP_LEVEL,PROJECT,MAP_UNIT_S,MAP_UNIT_N,SUBSECTION,ecological.section,ecological.province
1413,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Cc,Central Dissected Till and Loess Plain,688,251C,251
1414,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,251Dg,Kankakee Sands,690,251D,251
1415,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Ap,Missouri River Alluvial Plain,879,223A,223
1416,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Ao,Mississippi River Alluvial Plain,900,223A,223
1417,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Ak,Outer Ozark Border,902,223A,223
1418,Illinois,East North Central,IL,ECUN,SUBS,ECOMAP07,223Gd,Wabash Uplands,922,223G,223
1419,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Hb,Miami-Scioto Plain-Tipton Till Plain,750,222H,222
1420,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Je,Bluffton-Ann Arbor Till Plains,561,222J,222
1421,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Ja,Southeast Lake Michigan Plains and Dunes,532,222J,222
1422,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Fe,Muscatatuck Flats and Valleys,848,223F,223
1423,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Bc,Mitchell Karst Plains,850,223B,223
1424,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Ba,Brown County Hills,852,223B,223
1425,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Fd,Northern Bluegrass,854,223F,223
1426,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Fc,Western Bluegrass,911,223F,223
1427,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Jh,Kalamazoo-Elkhart Moraines and Plains,592,222J,222
1428,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Ge,Southwest Indiana Glaciated Lowlands,939,223G,223
1429,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Bd,Western Knobs,942,223B,223
1430,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Jb,Southeast Lake Michigan Moraines,537,222J,222
1431,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Ha,BlufftonTill Plains,693,222H,222
1432,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1433,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223De,Crawford Uplands,837,223D,223
1434,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Gc,Lower Wabash Alluvial Plain,839,223G,223
1435,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Df,Crawford Escarpment,841,223D,223
1436,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Ff,Scottsburg Lowland,855,223F,223
1437,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Ua,Western Paleozoic Plateau,625,222U,222
1438,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Ji,Steuben Interlobate Moraines,647,222J,222
1439,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Dc,Outer Western Coalfields,934,223D,223
1440,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Db,Lower Ohio-Cache-Wabash Alluvial Plains,956,223D,223
1441,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Kj,Valparaiso Moraine,694,222K,222
1442,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,251De,Southern Grand Prairie,724,251D,251
1443,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,251Dh,Kankakee Marsh,680,251D,251
1444,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,222Hf,Entrenched Valleys,745,222H,222
1445,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,251Dd,Eastern Grand Prairie,684,251D,251
1446,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,251Dg,Kankakee Sands,690,251D,251
1447,Indiana,East North Central,IN,ECUN,SUBS,ECOMAP07,223Gd,Wabash Uplands,922,223G,223
1448,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,231He,Northern Deep Loess Hills and Bluffs,1026,231H,231
1449,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Bc,Mitchell Karst Plains,850,223B,223
1450,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Fd,Northern Bluegrass,854,223F,223
1451,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,234Da,North Mississippi River Alluvial Plain,1014,234D,234
1452,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Eg,Western Pennyroyal Karst Plain,1017,223E,223
1453,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221Ej,Eastern  Knobs Transition,907,221E,221
1454,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Fc,Western Bluegrass,911,223F,223
1455,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221Eb,Teays Plateau,916,221E,221
1456,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Bd,Western Knobs,942,223B,223
1457,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221Ha,Rugged Eastern Hills,944,221H,221
1458,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221Eg,Lower Scioto River Plateau,828,221E,221
1459,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223De,Crawford Uplands,837,223D,223
1460,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Ff,Scottsburg Lowland,855,223F,223
1461,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Dc,Outer Western Coalfields,934,223D,223
1462,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Fb,Inner Bluegrass,936,223F,223
1463,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221He,Miami-Scioto Plain-Tipton Till Plain,951,221H,221
1464,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Dj,Northern Dripping Springs,952,223D,223
1465,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Db,Lower Ohio-Cache-Wabash Alluvial Plains,956,223D,223
1466,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Da,Interior Western Coalfields,971,223D,223
1467,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221Hc,Southwestern Escarpment,987,221H,221
1468,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Dg,Southern Dripping Springs,990,223D,223
1469,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Eb,Eastern Karst Plain,992,223E,223
1470,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,M221Ce,Pine and Cumberland Mountains,998,M221C,M221
1471,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Di,Lesser Shawnee Hills,989,223D,223
1472,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Ea,Eastern Highland Rim,994,223E,223
1473,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Bb,Brush Creek Hills,996,223B,223
1474,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,M221Cc,Black Mountains,999,M221C,M221
1475,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Dd,Marion Hills,1003,223D,223
1476,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,231Hf,Ohio and Cache River Alluvial Plain,1005,231H,231
1477,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Eh,Pennyroyal Karst Plain,1006,223E,223
1478,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Ec,Outer Nashville Basin,1035,223E,223
1479,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,M221Cd,Southern Cumberland Mountains,1038,M221C,M221
1480,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,231Ha,Deep Loess Hills and Bluffs,1045,231H,231
1481,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,231Hd,Clay Hills,1047,231H,231
1482,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,223Fa,Outer Bluegrass,889,223F,223
1483,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,M221Ca,Western Coal Fields,890,M221C,M221
1484,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221En,Kinniconick and Licking Knobs,891,221E,221
1485,Kentucky,East South Central,KY,ECUN,SUBS,ECOMAP07,221Hb,Kinniconick and Licking Knobs,899,221H,221
1486,Maine,New England,ME,ECUN,SUBS,ECOMAP07,M211Ae,Mahoosic Rangely Lakes,249,M211A,M211
1487,Maine,New England,ME,ECUN,SUBS,ECOMAP07,M211Af,Connecticut Lakes,201,M211A,M211
1488,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Ca,Maine Eastern Interior,215,211C,211
1489,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Da,Central Maine Embayment,226,211D,211
1490,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Aa,Aroostook Hills,99,211A,211
1491,Maine,New England,ME,ECUN,SUBS,ECOMAP07,M211Aa,International Boundary Plateau,104,M211A,M211
1492,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Ab,Aroostook Lowlands,105,211A,211
1493,Maine,New England,ME,ECUN,SUBS,ECOMAP07,M211Ab,St. John Upland,108,M211A,M211
1494,Maine,New England,ME,ECUN,SUBS,ECOMAP07,M211Ac,Maine Central Mountains,165,M211A,M211
1495,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Bb,Maine-New Brunswick Lowlands,168,211B,211
1496,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Ba,Central Maine Foothills,177,211B,211
1497,Maine,New England,ME,ECUN,SUBS,ECOMAP07,M211Ag,Western Maine Foothills,262,M211A,M211
1498,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Dc,Penobscot Coast,275,211D,211
1499,Maine,New England,ME,ECUN,SUBS,ECOMAP07,221Ai,Gulf of Maine Coastal Plain,387,221A,221
1500,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Cb,Maine Eastern Coastal,322,211C,211
1501,Maine,New England,ME,ECUN,SUBS,ECOMAP07,M211Ad,White Mountains,345,M211A,M211
1502,Maine,New England,ME,ECUN,SUBS,ECOMAP07,221Al,Sebago-Ossipee Hills and Plains,352,221A,221
1503,Maine,New England,ME,ECUN,SUBS,ECOMAP07,211Db,Casco Bay Coast,368,211D,211
1504,Maine,New England,ME,ECUN,SUBS,ECOMAP07,221Ak,Gulf of Maine Coastal Lowland,370,221A,221
1505,Maine,New England,ME,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1506,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,232Hd,Delmarva Upland,765,232H,232
1507,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,232Ad,Western Chesapeake Uplands,753,232A,232
1508,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,221De,Northern Piedmont,802,221D,221
1509,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,232Hc,Delmarva Outer Coastal Plain Bays and Islands,941,232H,232
1510,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,M221Ab,Great Valley of Virginia,800,M221A,M221
1511,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,221Dd,Triassic Basins,813,221D,221
1512,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1513,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,M221Ba,Northern High Allegheny Mountain,827,M221B,M221
1514,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,M221Ac,Northern Ridge and Valley,609,M221A,M221
1515,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,221Db,Piedmont Upland,715,221D,221
1516,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,M221Bb,Western Allegheny Mountains,723,M221B,M221
1517,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,M221Bf,Allegheny Mountain Plateau,666,M221B,M221
1518,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,221Da,Gettysburg Piedmont Lowland,672,221D,221
1519,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,M221Ad,Northern Great Valley,673,M221A,M221
1520,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,M221Da,Northern Blue Ridge Mountains,744,M221D,M221
1521,Maryland,South Atlantic,MD,ECUN,SUBS,ECOMAP07,232Hb,Eastern Chesapeake Lowland,892,232H,232
1522,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Ah,Worcester-Monadnock Plateau,489,221A,221
1523,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Ae,Hudson Highlands,508,221A,221
1524,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Af,Lower Connecticut River Valley,483,221A,221
1525,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Aa,Boston Basin,484,221A,221
1526,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Ab,Cape Cod Coastal Lowland and Islands,568,221A,221
1527,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Ag,Southeast New England Coastal Hills and Plains,522,221A,221
1528,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Ai,Gulf of Maine Coastal Plain,387,221A,221
1529,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,M211Cc,Berkshire-Vermont Upland,404,M211C,M211
1530,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,M211Cb,Taconic Mountains,411,M211C,M211
1531,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,M211Bd,Hillsboro Inland Hills and Plains,432,M211B,M211
1532,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,M211Bb,Southern Piedmont,362,M211B,M211
1533,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Ak,Gulf of Maine Coastal Lowland,370,221A,221
1534,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,M211Cd,Southern Green Mountain,382,M211C,M211
1535,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,221Ac,Narragansett-Bristol Lowland and Islands,555,221A,221
1536,Massachusetts,New England,MA,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1537,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Sq,Michigamme Highlands,239,212S,212
1538,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Jo,Ewen Dissected Lake Plain,243,212J,212
1539,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Ra,Grand Marais Glaciofluvial - Moraine Complex,245,212R,212
1540,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Sb,Sisu Copper Range,204,212S,212
1541,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Sn,Keewenaw Coarse Till and Lake Plain,211,212S,212
1542,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Jb,Gogebic-Penokee Iron Range,234,212J,212
1543,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Jf,Lum Interlobate Moraine,492,222J,222
1544,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hl,Valders Red Till and Sandy Lake Plain,349,212H,212
1545,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Lb,North Shore Highlands,153,212L,212
1546,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Sc,Suomi Till and Outwash Plain,271,212S,212
1547,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Rb,Seney Lake Plain,272,212R,212
1548,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Je,Bluffton-Ann Arbor Till Plains,561,222J,222
1549,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Jc,Iona Moraines,520,222J,222
1550,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Ja,Southeast Lake Michigan Plains and Dunes,532,222J,222
1551,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Ya,Superior-Ashland Clay Plain,259,212Y,212
1552,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Re,St. Ignace Lake Plain,327,212R,212
1553,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Jc,Winegar Moraines,280,212J,212
1554,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Rd,Rudyard Silty Lake Plain,288,212R,212
1555,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Tb,West Green Bay Till Plain,290,212T,212
1556,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Xc,Brule and Paint Rivers Drumlinized Ground Moraine,291,212X,212
1557,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Te,Green Bay Sandy Lake Plain,296,212T,212
1558,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Xq,Crystal Falls Till and Outwash,297,212X,212
1559,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Xb,Northern Highlands Pitted Outwash,304,212X,212
1560,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212He,Kalkaska Sandy Moraines,398,212H,212
1561,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hk,Alcona Gravelly Ice Contact,402,212H,212
1562,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hg,Kirtland's Warbler High Sand Plains,407,212H,212
1563,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Ha,Oceana Sandy Lake Plains and Dunes,409,212H,212
1564,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hd,Grand Traverse Ground Moraine,419,212H,212
1565,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hm,Clare Moraines,444,212H,212
1566,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Rc,Escanaba Lake Plain and Thin Till,325,212R,212
1567,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Tc,Athelstane Sandy Outwash and Moraines,341,212T,212
1568,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hf,Grand Traverse Drumlin Fields,355,212H,212
1569,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hj,Presque Isle Lake and Till Plains,357,212H,212
1570,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hi,Wolverine Moraines,377,212H,212
1571,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Jh,Kalamazoo-Elkhart Moraines and Plains,592,222J,222
1572,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hh,Gladwin Silty Lake Plain,447,212H,212
1573,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hc,Interlobate End and Ground Moraines,450,212H,212
1574,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Ue,Saginaw Clay Lake and Till Plain,462,222U,222
1575,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,212Hb,Manistee Sandy Outwash Plain,464,212H,212
1576,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Ud,Southeast Lake Michigan Plains and Dunes,475,222U,222
1577,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Jb,Southeast Lake Michigan Moraines,537,222J,222
1578,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Jg,Jackson Interlobate Moraine,554,222J,222
1579,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1580,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Ua,Western Paleozoic Plateau,625,222U,222
1581,Michigan,East North Central,MI,ECUN,SUBS,ECOMAP07,222Ji,Steuben Interlobate Moraines,647,222J,222
1582,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,234Da,North Mississippi River Alluvial Plain,1014,234D,234
1583,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,234Aa,Southern Mississippi River Alluvial Plain,1133,234A,234
1584,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1585,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Ba,Black Belt,1161,231B,231
1586,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Bj,Jackson Hills,1163,231B,231
1587,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Bl,Jackson Prairie,1165,231B,231
1588,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,232Ef,LA Gulf Coast Marshes and Inland Bays,1215,232E,232
1589,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,232La,LA-MS Gulf Coast Flatwoods-Bays and Barrier Islands,1216,232L,232
1590,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,232Bk,Southern Clay Hills,1184,232B,232
1591,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,232Bc,Cintronelle Plains,1198,232B,232
1592,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,232Bg,South Coastal Plains,1199,232B,232
1593,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Ha,Deep Loess Hills and Bluffs,1045,231H,231
1594,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Bk,Northern Pontotoc Ridge,1053,231B,231
1595,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Bd,Upper Loam Hills,1054,231B,231
1596,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Hb,Northern Loessial Hills,1057,231H,231
1597,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Bb,Interior Flatwoods,1122,231B,231
1598,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Be,Transition Loam Hills,1084,231B,231
1599,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,232Bj,Southern Loam Hills,1169,232B,232
1600,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Hh,Southern Loessial Plains,1170,231H,231
1601,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Hi,Delmarva Upland,1175,231H,231
1602,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,232Ba,Fragipan Loam Hills,1177,232B,232
1603,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Bc,Upper Clay Hills,1140,231B,231
1604,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Bf,Floodplains and Terraces,1146,231B,231
1605,Mississippi,East South Central,MS,ECUN,SUBS,ECOMAP07,231Hc,Deep Loess Plains,1156,231H,231
1606,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Ae,Mahoosic Rangely Lakes,249,M211A,M211
1607,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Af,Connecticut Lakes,201,M211A,M211
1608,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,221Af,Lower Connecticut River Valley,483,221A,221
1609,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Ag,Western Maine Foothills,262,M211A,M211
1610,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Ba,Northern Piedmont,299,M211B,M211
1611,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,221Ai,Gulf of Maine Coastal Plain,387,221A,221
1612,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Bd,Hillsboro Inland Hills and Plains,432,M211B,M211
1613,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Ad,White Mountains,345,M211A,M211
1614,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,221Al,Sebago-Ossipee Hills and Plains,352,221A,221
1615,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Bb,Southern Piedmont,362,M211B,M211
1616,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,221Ak,Gulf of Maine Coastal Lowland,370,221A,221
1617,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,M211Bc,Sunapee Uplands,376,M211B,M211
1618,New Hampshire,New England,NH,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1619,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,221Ae,Hudson Highlands,508,221A,221
1620,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,232Ac,New Jersey Inner Coastal Plain,780,232A,232
1621,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,232Ab,New Jersey Outer Coastal Plain,754,232A,232
1622,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,221Ba,Hudson Limestone Valley,517,221B,221
1623,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,221Bd,Kittatinny-Shawangunk Ridges,584,221B,221
1624,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,Water,Water,816,Wate,Wat
1625,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,221Dc,Newark,631,221D,221
1626,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,221An,Long Island Coastal Lowland and Moraine,652,221A,221
1627,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,221Am,Reading Prong,663,221A,221
1628,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,221Da,Gettysburg Piedmont Lowland,672,221D,221
1629,New Jersey,Middle Atlantic,NJ,ECUN,SUBS,ECOMAP07,M221Ad,Northern Great Valley,673,M221A,M221
1630,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,222Ib,Erie-Ontairo Lake Plain,495,222I,222
1631,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,222Id,Cattaraugus Finger Lakes Moraine and Hills,500,222I,222
1632,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Fb,Central Allegheny Plateau,504,211F,211
1633,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Ae,Hudson Highlands,508,221A,221
1634,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Ib,Catskill Highlands,514,211I,211
1635,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,222Ic,Eastern Ontario Till Plain,485,222I,222
1636,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,232Ac,New Jersey Inner Coastal Plain,780,232A,232
1637,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Fc,Eastern Allegheny Plateau,564,211F,211
1638,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,221Ba,Hudson Limestone Valley,517,221B,221
1639,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,222Ia,Lake Erie Plain,531,222I,222
1640,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Ia,Catskill Mountains,535,211I,211
1641,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Eb,St. Lawrence Till Plain,326,211E,211
1642,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Ea,St. Lawrence Glacial Marine Plain,335,211E,211
1643,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,211Ec,Champlain Glacial Lake and Marine Plains,320,211E,211
1644,New York,Middle Atlantic,NY,ECUN,SUBS,ECOMAP07,M211De,Eastern Adirondack Low Mountains,391,M211D,M211
